0,1,2,3,4,5,6,7,8,9
17.876604,0.0,0.0,114.957436,0.0,0.0,0.0,0.0,0.0,0.0
13.395833,0.0,0.0,109.0959,0.0,0.0,0.0,0.0,0.0,0.0
21.003454,0.0,0.0,79.011795,0.0,0.0,0.0,0.0,0.0,16.570202
0.0,0.0,0.0,121.266556,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,109.08705,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,121.12136,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,128.02812,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,126.86711,0.0,0.0,0.0,0.0,0.0,0.0
31.714333,0.0,19.267416,5.4867573,17.728579,0.0,29.799059,0.0,0.0,0.0
19.461563,0.0,0.0,114.9046,0.0,0.0,0.0,0.0,0.0,0.0
18.34741,0.0,0.0,100.78289,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,99.38427,0.0,0.0,0.0,0.0,0.0,0.0
42.052917,0.0,0.0,152.2582,0.0,0.0,0.0,0.0,0.0,0.0
30.761547,0.0,0.0,113.89518,0.0,0.0,0.0,0.0,0.0,0.0
41.953987,0.0,0.0,151.42993,0.0,0.0,0.0,0.0,0.0,0.0
44.886314,0.0,0.0,162.79544,0.0,0.0,0.0,0.0,0.0,0.0
44.015305,0.0,0.0,163.83586,0.0,0.0,0.0,0.0,0.0,0.0
3.2777517,0.0,2.005879,0.75550723,1.5634904,0.0,2.6413598,0.0,0.0,0.0
10.083864,0.0,0.0,105.168495,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,112.077065,0.0,0.0,0.0,0.0,0.0,0.0
28.446777,0.0,3.2962213,104.07664,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,89.66205,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,107.097565,0.0,0.0,0.0,0.0,0.0,0.0
30.91262,0.0,1.439185,109.18833,0.0,0.0,0.0,0.0,0.0,0.0
18.097418,0.0,0.0,102.85139,0.0,0.0,0.0,0.0,0.0,0.0
23.46191,0.0,1.7448105,93.86426,0.0,0.0,0.0,0.0,0.0,0.0
42.318417,0.0,0.0,167.52245,0.0,0.0,0.0,0.0,0.0,2.3072069
24.358149,0.0,0.0,114.889854,0.0,0.0,0.0,0.0,0.0,0.98385847
42.296978,0.0,0.0,167.3545,0.0,0.0,0.0,0.0,0.0,2.262627
44.144154,0.0,0.0,175.39343,0.0,0.0,0.0,0.0,0.0,3.5167685
42.595577,0.0,0.0,173.96286,0.0,0.0,0.0,0.0,0.0,0.9713465
2.3814712,0.0,1.4668305,0.52823764,1.0842962,0.0,1.9434206,0.0,0.0,0.0
5.15091,0.0,0.0,101.180916,0.0,0.0,0.0,0.0,0.0,0.0
24.390362,0.0,2.56682,94.35144,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,109.1275,0.0,0.0,0.0,0.0,0.0,0.0
14.673511,0.0,0.0,136.34297,0.0,0.0,0.0,0.0,0.0,0.0
7.1876044,0.0,0.0,85.97101,0.0,0.0,0.0,0.0,0.0,0.0
23.895561,0.0,0.0,162.06442,0.0,0.0,0.0,0.0,0.0,2.9882665
14.467232,0.0,0.0,95.55515,0.0,0.0,0.0,0.0,0.0,0.0
6.9767,0.0,0.0,107.88699,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,102.4838,0.0,0.0,0.0,0.0,0.0,0.0
23.39646,0.0,0.0,140.35754,0.0,0.0,0.0,0.0,0.0,0.0
15.05338,0.0,0.0,113.332146,0.0,0.0,0.0,0.0,0.0,0.0
23.153412,0.0,0.0,139.57101,0.0,0.0,0.0,0.0,0.0,0.0
27.19298,0.0,0.0,152.53056,0.0,0.0,0.0,0.0,0.0,0.0
23.738432,0.0,0.0,144.85191,0.0,0.0,0.0,0.0,0.0,0.0
5.756481,0.0,3.5508556,1.0316111,2.9690185,0.0,5.2100163,0.0,0.0,0.0
45.057655,0.0,0.0,146.83844,0.0,0.0,0.0,0.0,0.0,0.0
35.76105,0.0,0.0,115.09778,0.0,0.0,0.0,0.0,0.0,0.0
45.271843,0.0,0.0,147.51544,0.0,0.0,0.0,0.0,0.0,0.0
44.72691,0.0,0.0,151.6984,0.0,0.0,0.0,0.0,0.0,0.0
44.959545,0.0,0.0,155.30016,0.0,0.0,0.0,0.0,0.0,0.0
3.4256861,0.0,2.0986433,0.7753006,1.6471685,0.0,2.7868,0.0,0.0,0.0
7.5901465,0.0,0.0,84.939766,0.0,0.0,0.0,0.0,0.0,0.0
16.883053,0.0,0.0,126.2192,0.0,0.0,0.0,0.0,0.0,0.0
18.610268,0.0,0.0,98.61482,0.0,0.0,0.0,0.0,0.0,0.0
