0,1,2,3,4,5,6,7,8,9,10,11,12
-368.0195007324219,156.7372283935547,57.33909225463867,37.12504577636719,14.16012191772461,19.550838470458984,2.9854660034179688,5.623091697692871,-3.84011173248291,4.400716781616211,1.8866652250289917,11.371333122253418,6.794585227966309
-378.275634765625,96.33232879638672,64.5087890625,37.74126434326172,26.54995346069336,26.171756744384766,26.720354080200195,23.917682647705078,18.929828643798828,14.363981246948242,11.336112022399902,9.804198265075684,9.085474014282227
-462.4120178222656,67.6122817993164,56.9525146484375,43.1310920715332,30.111005783081055,20.72517967224121,15.880058288574219,14.771122932434082,15.722192764282227,17.066299438476562,17.679044723510742,17.097585678100586,15.373546600341797
-416.530517578125,86.30375671386719,69.77005767822266,48.39081954956055,28.077951431274414,12.986578941345215,4.814354419708252,3.1794753074645996,6.225643634796143,11.253033638000488,15.58731460571289,17.512508392333984,16.689125061035156
-361.14813232421875,115.16411590576172,86.14163208007812,59.0208625793457,40.6500358581543,29.44258689880371,22.035152435302734,17.40619659423828,14.295827865600586,11.805298805236816,9.548619270324707,7.793252944946289,6.554433822631836
-280.966796875,105.92337799072266,44.976905822753906,45.55692672729492,27.831382751464844,29.07266616821289,17.696434020996094,19.754863739013672,12.278803825378418,14.121800422668457,8.529853820800781,10.052414894104004,5.454282760620117
-437.1954650878906,130.56468200683594,39.41001892089844,26.28604507446289,19.893421173095703,28.301477432250977,20.417688369750977,15.527827262878418,6.684756278991699,9.01192569732666,8.24381160736084,10.70667552947998,9.381219863891602
-269.12396240234375,116.28837585449219,45.41012954711914,50.568702697753906,19.24921417236328,26.06923484802246,3.5745506286621094,14.619368553161621,-0.1655760109424591,14.316658020019531,4.8768744468688965,17.56654167175293,7.118878364562988
-307.6935119628906,131.9754638671875,45.32943344116211,22.17089080810547,28.77396011352539,31.558393478393555,26.96118927001953,16.89997673034668,10.246772766113281,11.488752365112305,15.57810115814209,15.11384105682373,8.639225959777832
-445.8932800292969,77.23558044433594,64.83975982666016,48.164283752441406,31.569368362426758,18.740137100219727,11.625520706176758,10.12712287902832,12.5280179977417,16.39975929260254,19.569026947021484,20.748905181884766,19.669198989868164
-379.952392578125,101.92345428466797,54.3306884765625,35.035701751708984,35.305179595947266,32.29115295410156,25.144948959350586,20.969552993774414,18.71471405029297,14.536383628845215,9.747426986694336,8.202377319335938,8.716897964477539
-258.5003967285156,101.37728118896484,14.906368255615234,35.511695861816406,25.798067092895508,26.488792419433594,8.160812377929688,21.6304874420166,9.865294456481934,16.084552764892578,3.683659076690674,10.009239196777344,1.4775506258010864
-391.6000671386719,108.90692138671875,77.80220794677734,50.349002838134766,33.60846710205078,24.20227813720703,18.784889221191406,15.829318046569824,13.858381271362305,12.02718734741211,10.284762382507324,8.748048782348633,7.527548789978027
-526.163330078125,119.90001678466797,66.82905578613281,25.123043060302734,14.423080444335938,21.830888748168945,25.023700714111328,17.701406478881836,9.26699161529541,7.407419681549072,9.430420875549316,9.55896282196045,7.400968551635742
-423.9684752023219,61.346040804443334,47.15606988885361,30.836718129559785,21.68322469151167,19.17007791023321,18.356361497750537,15.503317360416673,11.982941835399323,9.500569029112127,8.82010331119872,8.553086919619814,8.19326947307693
-527.955322265625,121.6007308959961,66.9564208984375,24.666292190551758,14.20058536529541,22.02423095703125,25.193803787231445,17.610393524169922,9.107742309570312,7.405163764953613,9.508136749267578,9.542807579040527,7.305682182312012
-557.3316650390625,115.50778198242188,66.40394592285156,26.87019920349121,15.408892631530762,21.18971061706543,24.017541885375977,17.447126388549805,9.513361930847168,7.460227966308594,9.277322769165039,9.614409446716309,7.676853656768799
-569.3472900390625,123.80321502685547,67.48181915283203,24.170269012451172,14.039129257202148,22.203662872314453,25.029569625854492,16.956829071044922,8.4906587600708,7.162457466125488,9.450896263122559,9.414753913879395,7.167171001434326
0.13250620663166046,0.0038642578292638063,0.0006290512392297387,0.00014157217810861766,9.011501242639497e-05,3.038408794964198e-05,3.4968072668561945e-06,3.8419116776822193e-07,2.606775808544626e-07,1.9289521446808067e-07,1.6003376401840796e-07,1.4324932351428288e-07,1.1614268657922366e-07
-296.9459228515625,178.33218383789062,-0.9649906158447266,14.961557388305664,14.93838119506836,19.653343200683594,13.442310333251953,5.647003173828125,-12.992210388183594,4.804713726043701,11.440021514892578,7.224898815155029,2.6428024768829346
-385.1732482910156,153.53372192382812,45.77632522583008,23.001649856567383,17.854660034179688,20.461410522460938,11.87614917755127,8.598132133483887,6.915724277496338,11.162348747253418,9.089086532592773,5.9473958015441895,4.315112590789795
-435.22698974609375,55.68392562866211,47.02854537963867,36.13446807861328,26.30622100830078,19.609798431396484,16.409542083740234,15.833785057067871,16.579666137695312,17.518333435058594,17.928537368774414,17.46673011779785,16.04875373840332
-228.98854064941406,105.46630859375,-9.042505264282227,40.71614074707031,6.455345630645752,14.445892333984375,14.42171859741211,26.09895133972168,4.223356246948242,25.268630981445312,0.5380613803863525,4.562808513641357,2.5136990547180176
-374.2835693359375,100.40162658691406,79.15585327148438,56.740169525146484,39.37782287597656,27.863882064819336,20.571332931518555,16.1639404296875,13.561254501342773,11.7485933303833,10.144643783569336,8.70411205291748,7.3829026222229
-469.5269775390625,87.7917251586914,75.77521514892578,60.3381462097168,44.7591438293457,31.863977432250977,22.524900436401367,16.52661895751953,12.771044731140137,10.284991264343262,8.224723815917969,6.320496559143066,4.522461414337158
-289.64337158203125,105.820556640625,42.67327117919922,43.072513580322266,22.075496673583984,24.772436141967773,12.483421325683594,16.568870544433594,7.914074897766113,12.199503898620605,5.374165058135986,8.93135929107666,3.745617151260376
-460.0435791015625,79.45368957519531,57.121116638183594,40.59886932373047,34.427406311035156,30.81415557861328,23.723295211791992,16.557275772094727,14.214204788208008,15.350865364074707,14.90235710144043,11.355462074279785,7.7709760665893555
-420.04710748045545,65.36639144495238,50.29847201978199,36.996176673923195,32.066072847807284,28.779441927103104,22.930117590610497,16.86381222318969,14.47289932573379,15.047706086237461,14.32357066884681,11.422876510313777,8.66006575748588
-460.58880615234375,80.51295471191406,57.190608978271484,40.43389892578125,34.27833557128906,30.795129776000977,23.676227569580078,16.443880081176758,14.117815017700195,15.359021186828613,14.950197219848633,11.342302322387695,7.678761959075928
-493.1972351074219,84.3389663696289,60.46324920654297,42.745765686035156,35.90837478637695,31.848299026489258,24.169981002807617,16.45262336730957,13.825674057006836,14.95211410522461,14.53120231628418,11.0438232421875,7.5723347663879395
-505.5655822753906,88.1018295288086,60.684181213378906,40.9944953918457,34.72310256958008,31.81772232055664,24.310258865356445,16.168760299682617,13.59442138671875,15.232969284057617,14.971297264099121,10.932393074035645,6.8535847663879395
2.291693925857544,0.006718837656080723,0.007521216291934252,0.0019467431120574474,0.00028996181208640337,0.00022027640079613775,7.676535460632294e-05,1.0457698408572469e-05,1.9390486158954445e-06,1.0868515119000222e-06,6.547920179400535e-07,3.9644567095820094e-07,2.1306614428340254e-07
-315.4588623046875,160.71023559570312,69.63092803955078,46.00215530395508,26.081233978271484,21.727741241455078,15.003868103027344,14.170000076293945,10.160833358764648,9.93814754486084,7.835762977600098,5.8319807052612305,3.8724005222320557
-444.084228515625,127.33008575439453,36.164306640625,17.329492568969727,29.760690689086914,28.25484848022461,19.723176956176758,9.59565544128418,2.2404725551605225,17.837156295776367,28.09236717224121,12.022364616394043,-3.2012574672698975
-430.1783752441406,129.8068084716797,68.74982452392578,26.11148452758789,14.002904891967773,15.421627044677734,15.242616653442383,11.386496543884277,9.94459342956543,14.75787353515625,20.246002197265625,18.358787536621094,11.68957233428955
-550.1749267578125,90.72476959228516,53.27838134765625,28.763843536376953,25.05912208557129,26.590097427368164,21.01374053955078,13.138840675354004,10.76851749420166,12.352588653564453,12.399160385131836,11.33008861541748,12.041034698486328
-437.7023162056629,43.95746741413715,35.600070434845456,26.401566236951986,21.46920729045965,18.99504562189798,16.199245779292355,13.50632284482754,12.069816844395307,11.962751386065342,11.836711370545366,12.068899059258932,12.538386083536263
-548.9411010742188,90.26964569091797,52.99332809448242,28.835601806640625,25.056299209594727,26.523582458496094,21.006484985351562,13.245954513549805,10.842386245727539,12.35765552520752,12.37872314453125,11.348010063171387,12.046863555908203
-582.65234375,88.92559814453125,53.62434768676758,29.880950927734375,25.264711380004883,25.96666717529297,20.68500328063965,13.584915161132812,11.37950325012207,12.55296802520752,12.34628963470459,11.484292984008789,12.433516502380371
-596.4085693359375,96.38771057128906,54.244144439697266,27.77703094482422,25.319931030273438,27.924781799316406,21.607572555541992,12.69715690612793,10.490156173706055,12.701287269592285,12.670228958129883,11.113286972045898,11.837756156921387
0.26556652784347534,0.0009709023870527744,0.00040910617099143565,0.00011257614096393809,7.385243952739984e-05,3.286850551376119e-05,1.895003515528515e-05,5.596959454123862e-06,2.952782551801647e-06,1.78475420398172e-06,1.0624402193570859e-06,6.166517323435983e-07,3.083130195591366e-07
-454.86395263671875,74.04505920410156,58.26768112182617,45.24705505371094,38.64653015136719,36.69796371459961,33.70880126953125,27.2775821685791,19.01836585998535,12.381831169128418,8.787591934204102,8.358675003051758,9.478775978088379
