0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
-487.8851,110.93559,38.4358,40.01461,26.303541,28.401495,19.963726,17.988218,11.784143,12.543943,9.788024,9.888064,8.0994425,8.4028,7.149665,6.468072,5.239083,5.1477556,5.2369866,4.7671804,4.572235,3.3387134,4.0022755,4.057794,4.749695,3.5761328,3.5522223,2.8503528,3.7332528,3.2747657,3.1315937,2.3648665,2.0849156,1.7355013,2.1985366,2.074198,1.844028,1.4772831,1.0532877,1.1323065,0.97271395,1.5846411,1.1871608,1.3174055,0.72823703,0.8352215,0.9604126,0.92778724,0.7431397,0.7630433,0.58848554,0.9039509
-384.04922,98.20073,73.42602,53.88834,42.080845,33.69918,27.070763,22.20954,18.604866,15.6335125,13.201968,11.274067,9.482721,8.023258,6.9924293,5.9766226,5.043107,4.3548927,3.779656,3.4789062,3.349294,3.1296177,2.9334238,2.6685987,2.291527,1.9977901,1.7639896,1.7555461,1.9893371,2.0630467,2.0599036,2.1331542,2.0626614,1.8855121,1.5038021,0.9151773,0.7101421,0.9792704,1.3382648,1.6092223,1.5363979,1.2956344,1.2688544,1.211793,1.0585126,1.0000553,0.8901119,0.863673,1.0082875,0.9791589,0.8055626,0.63770187
-245.45697,101.375824,11.024162,37.185883,12.796699,23.043875,13.38949,21.261251,8.097246,19.201736,3.7077274,8.872534,2.8858905,10.878012,3.0219932,7.9341125,1.3244518,5.821596,2.4844275,3.1918554,0.7675599,3.6541615,3.0107117,2.6810577,1.9285747,0.73742497,2.03995,1.6694987,1.7491215,-0.24393225,1.9313896,-0.42596033,0.35689422,-1.1665974,1.0847069,0.11568751,1.8646436,-0.1960869,0.77789724,-0.0030013924,1.6392162,-0.71810484,0.08904682,-0.02352406,0.7814301,0.03852985,-0.29432592,-0.19141407,1.386278,0.11239024,-0.47023177,0.6427897
-435.06543,116.03012,45.605476,19.482508,29.342619,32.854023,20.68476,8.163027,7.5138826,18.745045,21.600077,10.071338,0.6187128,4.437648,8.286752,6.400898,4.5144005,5.342747,6.685053,7.759802,5.7497044,2.0849383,1.468567,2.86711,2.8854077,2.9164813,3.7092707,3.129221,2.434649,3.1230936,3.2067163,1.7847104,0.9613504,0.8166631,1.0766659,1.7119118,1.4532142,0.21903762,0.8581373,2.2360091,1.5039446,0.23159464,0.5901891,0.9071249,0.725714,0.9412144,0.72376925,0.17846382,0.6110147,0.98139405,0.16843729,-0.092395544
-320.7319,122.67555,68.41098,37.88227,30.769058,28.334188,23.511238,18.167461,14.880532,13.325032,11.68943,10.237223,9.012202,7.212992,5.21605,4.233428,4.0605555,3.6977534,3.0444443,3.0159802,3.6318917,3.6226523,2.538946,1.6035094,1.7272912,2.2916226,2.3790581,2.11645,2.1139352,2.0775168,1.51121,1.0719868,1.4757067,1.8236569,1.3460996,0.87889904,1.0675313,1.2591006,0.9773605,0.6667216,0.96819717,1.5262703,1.3041735,0.5110085,0.42713916,1.1331471,1.4578314,0.9156742,0.2529591,0.2706932,0.67052954,0.74157304
-295.6569,138.10304,71.35316,42.720978,32.956566,26.123394,19.115816,12.699353,10.503824,11.242978,10.767039,7.455008,4.2959337,3.720126,4.9373293,6.1143184,5.58221,3.906202,3.2918208,3.868711,4.2099814,3.4213326,2.3135557,2.1181672,2.5208912,2.662813,2.3195367,1.8555778,1.8081329,2.2741652,2.6852407,2.439626,1.6335424,1.2052974,1.5169417,1.9115783,1.8016796,1.0373641,0.3727033,0.6967153,1.4102341,1.407959,0.77892953,0.41746375,0.6329668,1.0264274,0.97778934,0.4985834,0.3803444,0.7349189,1.0220923,0.8363298
-370.51328,114.53303,25.157995,37.817688,23.83743,32.06935,15.178302,23.098377,12.507083,21.361137,9.237873,12.53541,3.0662827,8.993003,3.887172,8.040574,2.470625,6.731828,2.9355102,3.9406614,2.3329558,3.5649443,2.4787076,1.6462884,1.6437142,0.7568474,1.8744309,0.42794567,0.7631946,-0.5660631,1.1773303,-0.37587816,1.2962208,-0.4404259,0.7076914,-0.69687194,1.5680382,-0.21888337,0.6326613,-0.4052686,0.06141531,-0.58125764,0.6807969,0.33825642,1.2869107,0.29201087,0.6023297,0.6125492,0.630328,0.5893679,0.024562022,0.0064376732
-230.9524,117.308044,30.777044,37.26677,29.36421,36.755714,13.682155,16.366758,11.160868,20.232576,9.182354,10.386236,3.20694,10.574701,5.569334,6.5799465,4.132566,5.2710323,3.1956003,4.3823276,3.745955,1.1919464,1.357759,-0.56597716,2.7225902,2.1337101,2.8282526,-1.2853366,0.33332828,1.6289746,2.5358093,-0.86275744,0.86533386,1.0108339,0.5922276,-0.4485732,-2.4790938,-2.6573281,0.97763014,2.0090976,-0.77960014,-2.3225138,-0.8049181,0.50875175,1.5455109,-1.0018665,-0.6384348,-0.36220318,0.24209042,0.0681346,-1.1424708,-0.33459628
-515.78735,48.40058,43.515038,37.073627,30.573456,25.03103,20.98429,18.601032,17.672503,17.63475,17.764374,17.461145,16.426174,14.659785,12.367967,9.887744,7.6237464,5.931526,4.982064,4.719047,4.9345837,5.373506,5.7936306,5.997819,5.874349,5.43151,4.7840633,4.088063,3.4748693,3.0288332,2.79435,2.773284,2.9131403,3.1180587,3.288813,3.3599124,3.3072305,3.134863,2.8666227,2.5481377,2.2404215,1.9931684,1.8173319,1.6855824,1.5610462,1.4260311,1.285554,1.1476238,1.0048921,0.8393776,0.64546996,0.44501683
-284.5634,109.41425,39.497906,49.599064,22.004215,29.661707,9.733547,20.227201,4.239162,13.408979,1.1278172,11.196223,0.29412937,7.8224115,0.010643599,6.888887,-0.08292359,5.342947,1.059134,4.2358823,0.5029667,2.9751277,1.2294531,2.058025,1.2928637,1.9106355,1.8502209,1.1364012,1.9972746,1.0316914,1.8986878,0.15801246,2.1053855,0.29731676,1.4336712,-0.12767011,1.9218699,-0.14069174,1.5114774,0.0060280226,1.5911446,-0.36666384,1.0283737,0.09411144,1.3444196,0.12120277,1.1455474,0.43585142,1.0410786,0.24067529,0.9306746,0.64672816
