mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,mfcc_51,mfcc_52,label
-363.8124695,-120.9962463,44.27371597,56.71834564,-64.17753601,89.67912292,-37.54302979,16.11227036,18.26342392,2.150693417,6.317797661,20.39914322,8.739462852,-0.345893294,38.05671692,-25.0308342,31.74829865,-4.431972504,13.7122364,4.656597614,-20.29593658,39.13076401,-18.95775604,23.50333405,-3.63047123,13.59390259,0.055064321,9.020466805,13.64494133,6.780993462,1.874665976,8.867609024,8.9084692,-2.051338673,5.902726173,3.920001984,6.429614067,-0.894519508,3.93954587,7.797831059,-3.426398993,13.14237976,-0.844238102,12.65240288,0.647028208,6.696350098,-0.486966133,0.099332094,-1.255066395,2.964202166,3.580584049,1.007839441,1
-389.320282,-88.20586395,35.36204529,62.81103134,-53.5814209,86.67845154,-40.78674316,31.06024361,-1.246080637,13.80822468,3.538246393,15.1864109,15.82604599,-10.2244854,44.78348923,-31.11810684,26.00772476,-10.64864159,5.855970383,8.72744751,-22.56061745,28.4137516,-16.05387115,12.2003479,5.260425568,7.666447639,-0.258690566,6.718525887,13.48603725,1.766730309,5.907495499,6.730344772,9.437738419,-4.029148102,11.70709229,-1.592272043,7.390945911,4.188726425,4.423830986,7.945541859,-1.044585824,16.93201637,1.301097393,7.34452486,6.373659611,5.543530464,2.195991993,-0.699252605,1.470242143,0.473708391,3.082271099,2.59182024,1
-360.6320496,-110.1154785,37.17558289,83.73451233,-62.78761673,74.76759338,-7.070070267,-1.607302427,25.33834457,-2.947196007,-0.414777577,28.88889694,-2.705865383,11.42797661,21.79401016,-19.18207359,18.01807976,-8.948194504,7.41071558,10.44838238,-21.01435089,24.68507957,-19.17380524,17.96195221,-1.118802905,14.2619133,-3.931279659,3.303096294,9.500331879,2.914391041,3.207291126,7.882404327,-0.935640574,0.706338644,8.760616302,-1.82253623,3.895520687,2.237416506,7.540210247,-0.647394001,6.21391201,15.16179943,1.172808409,9.267417908,4.482667923,9.320577621,-2.803503036,1.990753174,1.209592342,-0.665036678,-1.793521404,0.655002713,1
-355.3432007,-130.1743469,46.94324493,68.43714905,-73.9437561,79.62976074,-25.46559525,9.16012764,15.80745792,5.210909367,-7.724578857,30.65218735,4.778991699,10.22483635,32.82268524,-23.80605507,26.09363174,-9.734124184,7.182590961,8.620279312,-18.14689255,31.49211121,-20.32740974,18.33627701,-3.868568659,16.96666908,-3.588839769,6.323005676,3.270383358,-0.626695514,-0.340709329,6.191336632,-0.176238477,0.455084205,12.94603729,-3.207718372,2.347458839,1.408333659,6.348679543,0.971376419,4.648478508,13.79324341,-1.694155931,9.24935627,6.341166019,6.214818478,-1.020467162,1.76567781,1.512578607,-1.825059175,-1.135232329,-0.888402998,1
-390.6802063,-104.2193069,37.41498566,52.5723114,-64.58228302,79.77586365,-47.00762939,26.89417076,-0.673752367,15.2964344,-1.580283284,15.62802505,12.44035721,3.726766825,43.5005188,-32.79182434,32.51449966,-9.74394989,1.780710936,8.01951313,-12.71430779,28.74908066,-15.95923805,13.82402611,2.226726532,11.91192341,0.422426343,7.369877815,1.351812601,2.846566677,1.035349369,4.33500433,6.996300697,1.27760005,12.61530399,-5.846538544,7.781226158,2.271136284,5.290936947,4.938960075,2.976894617,9.820446014,2.512900352,8.30824852,8.436674118,4.643090248,5.583869934,1.305037141,3.038873672,-1.969276786,-0.172448695,0.149606973,1
-364.1237793,-130.5329285,24.5160141,72.22911072,-72.13563538,68.23124695,-26.7519722,-3.373296976,23.72167587,4.31247139,-2.720211029,23.83453941,2.67176652,13.65356922,26.2070179,-16.32772064,26.39217758,-5.756425858,-1.425335169,13.17443943,-9.631229401,24.06376266,-14.90513992,25.02554512,-3.950706959,10.81690407,8.690988541,6.043966293,4.339786053,1.136074185,7.282482147,3.850187302,4.488746643,7.342529297,5.932335377,-2.751175165,5.26716423,1.196812749,5.382797718,6.229705811,1.401178479,7.791513443,2.695400715,12.46371651,1.206441283,9.00676918,7.120222569,3.937344074,0.031044006,-1.28107214,-1.576326847,-0.242839992,1
-345.247345,-137.4650574,38.28185272,72.41426086,-62.96618652,80.05512238,-31.61532021,7.37631321,22.71334457,10.90464783,-9.365782738,35.58146286,2.590008736,4.600003242,22.70988846,-18.48597717,31.59834671,-15.57708359,-1.000813365,8.199979782,-9.55828476,21.66210938,-17.06424713,25.97478867,-10.31333542,9.323324203,2.020250797,7.225743294,-0.709960103,0.837667763,4.603297234,4.648737907,4.670967579,4.919691563,8.025157928,1.427503347,9.930104256,0.625587821,4.616982937,4.985980988,1.95853138,8.327703476,3.014985323,14.93547249,2.907224894,8.687763214,6.676623344,6.493657112,2.578121185,-2.833582878,-2.646201372,-0.24713248,1
-364.7289124,-97.68643188,40.68822479,57.24515533,-50.07506561,93.49024963,-49.44379807,28.62627029,8.985479355,14.1370945,-13.06134987,23.82963562,12.81856918,-10.73193359,24.10815048,-32.87709045,29.96763611,-19.12825584,-0.665279508,4.634856224,-16.33664131,20.42628098,-13.42993164,18.73908615,0.40044564,9.587308884,-4.380893707,4.920168877,1.820372343,3.735807657,1.614132524,10.18004608,11.36244392,-0.765158057,9.669748306,1.950462341,14.57391357,3.808907509,4.454861641,0.764836311,2.070867538,9.448406219,0.715804577,9.611732483,10.97169876,4.981702805,2.379650116,2.217467785,6.445991516,-0.539569616,1.012540579,5.461338997,1
-352.9960022,-112.3811417,33.80353928,71.62165833,-64.13824463,83.37793732,-29.46684456,4.496183395,30.28362274,0.386696279,-7.894330502,19.37849998,10.23480797,2.828574181,17.21323013,-24.76805687,25.3024025,-12.50775242,-6.521316528,5.690878868,-14.6973629,29.96796227,-17.82009888,24.17533875,-4.234112263,14.40646458,0.321731031,1.927112341,7.686505795,5.643033504,5.612607479,3.545130491,13.58183861,3.644365311,3.995860338,0.686152101,16.02555847,4.288086414,2.55388236,0.473695993,1.724406004,11.08539867,-0.666179717,11.36333275,5.511639118,7.307217598,-0.029815823,2.54169035,5.650843143,4.351381779,1.011404514,3.259000301,1
-344.3970337,-130.9679565,40.87253571,71.99856567,-62.94128036,83.46270752,-31.07091522,1.862729192,28.48880196,7.995106697,-9.299783707,23.82572556,8.892059326,12.81097031,22.11427307,-22.16199112,31.07654953,-13.89328575,1.213295937,5.568672657,-9.792749405,27.8930397,-21.46297455,22.15874863,-6.916749001,20.21798325,-1.968725681,1.669590473,4.064980507,8.796581268,4.809497833,-0.127568841,7.018982887,6.388731003,7.14173317,-2.227022409,9.329897881,-0.866982341,1.663861275,-4.733940601,-0.129052043,8.919343948,1.212235212,11.86713123,-0.765408278,6.593693733,3.303498745,8.570663452,1.70611763,1.511043787,2.172035217,3.922691584,1
-371.2017822,-113.52491,38.57065964,54.25023651,-57.13908386,90.96311188,-53.08302307,15.29737282,9.954766273,16.92324066,-2.66546154,18.67535019,19.83140945,7.913889408,33.88080978,-27.01420212,39.06406403,-6.812989235,3.701844215,7.499765396,-11.38143349,29.24776459,-17.05939102,17.86178017,-0.653332353,17.42063904,-0.909555674,3.833227873,3.617189646,9.141559601,3.271071672,3.905039787,8.904912949,3.059715271,8.970190048,-4.330853939,8.11693573,-3.044361353,3.477483273,-0.222452521,-2.090797186,6.626558781,1.783832908,11.3782711,3.369894266,4.230651855,5.576928139,5.045482635,2.468065262,-0.002999544,-1.722460747,1.567295074,1
-363.5870056,-123.6996613,30.52607727,57.96512604,-61.38303375,76.30789948,-33.4184227,-1.98797226,23.53900528,11.84760666,-7.207910538,23.94055176,12.98607254,10.03007126,28.37680054,-18.23979378,24.71015549,-0.139097571,-0.840434551,13.45235062,-17.25217438,30.9848175,-16.01986694,19.44775772,-1.138709784,11.44346619,2.395302534,-1.071774483,9.997915268,1.95435667,7.827501774,3.906202555,3.393003464,-0.305167437,10.2802639,-0.231509268,7.535531998,4.912472725,1.382857442,0.978775024,-2.77167201,16.33476639,-0.940627337,12.70185566,4.400462151,7.001138687,2.316371918,4.03357172,2.038939953,1.343288183,0.21813643,0.643419743,1
-352.1914673,-140.4648743,36.51433563,56.3627243,-64.70045471,76.14149475,-25.9916935,-9.896812439,26.74630737,18.78182983,-14.36713505,23.3810463,-2.188527107,16.02258682,25.35078621,-14.34955788,26.73016739,-4.43458271,7.223462105,11.18958378,-13.5149622,27.42072868,-13.13540268,26.39205933,-5.05600214,8.562545776,-3.766846895,3.951236248,9.507068634,1.679801226,3.545944691,4.847089291,3.514334679,2.66383934,8.187479973,-1.159500599,9.000839233,4.900824547,6.962203979,0.740315259,1.287437916,13.60062599,-2.489679813,11.26926041,2.126828671,8.402292252,-3.18300271,2.788662195,-2.21303463,-0.231021166,1.252679586,5.989975452,1
